session,mode,phase,iteration,neurons,steps,real_seconds,error_lines,exit_code
2,GPU,run,83,30000,20000,23.768746,0,0
2,GPU,run,84,30000,20000,23.860575,0,0
2,GPU,run,85,30000,20000,23.679690,0,0
2,GPU,run,86,30000,20000,23.726908,0,0
2,GPU,run,87,30000,20000,23.925082,0,0
2,GPU,run,88,30000,20000,23.309935,0,0
2,GPU,run,89,30000,20000,23.566823,0,0
2,GPU,run,90,30000,20000,23.572316,0,0
2,GPU,run,91,30000,20000,23.668509,0,0
2,GPU,run,92,30000,20000,23.935100,0,0
2,GPU,run,93,30000,20000,23.405897,0,0
2,GPU,run,94,30000,20000,23.638498,0,0
2,GPU,run,95,30000,20000,23.940591,0,0
2,GPU,run,96,30000,20000,24.214279,0,0
2,GPU,run,97,30000,20000,23.689844,0,0
2,GPU,run,98,30000,20000,23.476309,0,0
2,GPU,run,99,30000,20000,23.740849,0,0
2,GPU,run,100,30000,20000,23.788709,0,0
2,GPU,run,101,30000,20000,23.261580,0,0
2,GPU,run,102,30000,20000,23.957664,0,0
2,GPU,run,103,30000,20000,23.690470,0,0
2,GPU,run,104,30000,20000,23.476144,0,0
2,GPU,run,105,30000,20000,23.245443,0,0
2,GPU,run,106,30000,20000,23.795056,0,0
2,GPU,run,107,30000,20000,23.880757,0,0
2,GPU,run,108,30000,20000,23.906628,0,0
2,GPU,run,109,30000,20000,23.640226,0,0
2,GPU,run,110,30000,20000,23.871896,0,0
2,GPU,run,111,30000,20000,23.866568,0,0
2,GPU,run,112,30000,20000,23.757600,0,0
2,GPU,run,113,30000,20000,24.151426,0,0
2,GPU,run,114,30000,20000,23.612978,0,0
2,GPU,run,115,30000,20000,24.158308,0,0
2,GPU,run,116,30000,20000,23.693401,0,0
2,GPU,run,117,30000,20000,23.668838,0,0
2,GPU,run,118,30000,20000,24.284417,0,0
2,GPU,run,119,30000,20000,24.304577,0,0
2,GPU,run,120,30000,20000,23.586803,0,0
2,GPU,run,121,30000,20000,24.835009,0,0
2,GPU,run,122,30000,20000,24.191280,0,0
2,GPU,run,123,30000,20000,23.584878,0,0
2,GPU,run,124,30000,20000,23.737340,0,0
2,GPU,run,125,30000,20000,24.400855,0,0
2,GPU,run,126,30000,20000,23.867079,0,0
2,GPU,run,127,30000,20000,23.574955,0,0
2,GPU,run,128,30000,20000,23.397534,0,0
2,GPU,run,129,30000,20000,23.897614,0,0
2,GPU,run,130,30000,20000,23.429086,0,0
2,GPU,run,131,30000,20000,24.001634,0,0
2,GPU,run,132,30000,20000,23.427819,0,0
2,GPU,run,133,30000,20000,23.868550,0,0
2,GPU,run,134,30000,20000,23.894850,0,0
2,GPU,run,135,30000,20000,23.643629,0,0
2,GPU,run,136,30000,20000,24.151498,0,0
2,GPU,run,137,30000,20000,23.457165,0,0
2,GPU,run,138,30000,20000,23.701884,0,0
2,GPU,run,139,30000,20000,23.520286,0,0
2,GPU,run,140,30000,20000,23.438711,0,0
2,GPU,run,141,30000,20000,23.260136,0,0
2,GPU,run,142,30000,20000,23.441268,0,0
2,GPU,run,143,30000,20000,23.906086,0,0
2,GPU,run,144,30000,20000,23.654502,0,0
2,GPU,run,145,30000,20000,23.932117,0,0
2,GPU,run,146,30000,20000,23.456798,0,0
2,GPU,run,147,30000,20000,23.350734,0,0
2,GPU,run,148,30000,20000,23.673203,0,0
2,GPU,run,149,30000,20000,23.948023,0,0
2,GPU,run,150,30000,20000,24.037555,0,0
3,CPU,warmup,0,30000,20000,26.929049,0,0
3,CPU,run,1,30000,20000,26.614941,0,0
3,CPU,run,2,30000,20000,26.599768,0,0
3,CPU,run,3,30000,20000,26.517745,0,0
3,CPU,run,4,30000,20000,26.720577,0,0
3,CPU,run,5,30000,20000,26.663542,0,0
3,CPU,run,6,30000,20000,26.333712,0,0
3,CPU,run,7,30000,20000,26.084735,0,0
3,CPU,run,8,30000,20000,26.085739,0,0
3,CPU,run,9,30000,20000,26.292273,0,0
3,CPU,run,10,30000,20000,26.573910,0,0
3,CPU,run,11,30000,20000,26.380253,0,0
3,CPU,run,12,30000,20000,25.977394,0,0
3,CPU,run,13,30000,20000,26.384969,0,0
3,CPU,run,14,30000,20000,26.148016,0,0
3,CPU,run,15,30000,20000,26.718449,0,0
3,CPU,run,16,30000,20000,26.309574,0,0
3,CPU,run,17,30000,20000,26.540526,0,0
3,CPU,run,18,30000,20000,26.493842,0,0
3,CPU,run,19,30000,20000,26.435672,0,0
3,CPU,run,20,30000,20000,26.575299,0,0
3,CPU,run,21,30000,20000,26.359119,0,0
3,CPU,run,22,30000,20000,26.446023,0,0
3,CPU,run,23,30000,20000,26.140343,0,0
3,CPU,run,24,30000,20000,25.968627,0,0
3,CPU,run,25,30000,20000,26.021316,0,0
3,CPU,run,26,30000,20000,26.238645,0,0
3,CPU,run,27,30000,20000,26.506478,0,0
3,CPU,run,28,30000,20000,26.210780,0,0
3,CPU,run,29,30000,20000,26.300372,0,0
3,CPU,run,30,30000,20000,26.105756,0,0
3,CPU,run,31,30000,20000,26.397941,0,0
3,CPU,run,32,30000,20000,26.499476,0,0
3,CPU,run,33,30000,20000,25.929970,0,0
3,CPU,run,34,30000,20000,26.027082,0,0
3,CPU,run,35,30000,20000,26.130346,0,0
3,CPU,run,36,30000,20000,26.216958,0,0
3,CPU,run,37,30000,20000,26.323901,0,0
3,CPU,run,38,30000,20000,25.941671,0,0
3,CPU,run,39,30000,20000,26.331924,0,0
3,CPU,run,40,30000,20000,26.247226,0,0
3,CPU,run,41,30000,20000,26.536624,0,0
3,CPU,run,42,30000,20000,26.105389,0,0
3,CPU,run,43,30000,20000,26.799398,0,0
3,CPU,run,44,30000,20000,26.116848,0,0
3,CPU,run,45,30000,20000,26.326351,0,0
3,CPU,run,46,30000,20000,26.297790,0,0
3,CPU,run,47,30000,20000,26.242465,0,0
3,CPU,run,48,30000,20000,27.763916,0,0
3,CPU,run,49,30000,20000,26.513953,0,0
3,CPU,run,50,30000,20000,26.034644,0,0
3,CPU,run,51,30000,20000,26.405448,0,0
3,CPU,run,52,30000,20000,26.601188,0,0
3,CPU,run,53,30000,20000,26.242227,0,0
3,CPU,run,54,30000,20000,26.059683,0,0
3,CPU,run,55,30000,20000,26.172831,0,0
3,CPU,run,56,30000,20000,25.991355,0,0
3,CPU,run,57,30000,20000,26.143016,0,0
3,CPU,run,58,30000,20000,26.100368,0,0
3,CPU,run,59,30000,20000,26.020638,0,0
3,CPU,run,60,30000,20000,26.133708,0,0
3,CPU,run,61,30000,20000,26.212185,0,0
3,CPU,run,62,30000,20000,26.194183,0,0
3,CPU,run,63,30000,20000,26.253101,0,0
3,CPU,run,64,30000,20000,26.260948,0,0
3,CPU,run,65,30000,20000,26.357000,0,0
3,CPU,run,66,30000,20000,26.356813,0,0
3,CPU,run,67,30000,20000,26.180874,0,0
3,CPU,run,68,30000,20000,26.070289,0,0
3,CPU,run,69,30000,20000,25.955179,0,0
3,CPU,run,70,30000,20000,26.608105,0,0
3,CPU,run,71,30000,20000,26.414988,0,0
3,CPU,run,72,30000,20000,26.737030,0,0
3,CPU,run,73,30000,20000,26.959881,0,0
3,CPU,run,74,30000,20000,26.490259,0,0
3,CPU,run,75,30000,20000,26.695848,0,0
3,CPU,run,76,30000,20000,26.544946,0,0
3,CPU,run,77,30000,20000,26.444235,0,0
3,CPU,run,78,30000,20000,26.817126,0,0
3,CPU,run,79,30000,20000,26.652506,0,0
3,CPU,run,80,30000,20000,26.615650,0,0
3,CPU,run,81,30000,20000,26.316492,0,0
3,CPU,run,82,30000,20000,26.473753,0,0
3,CPU,run,83,30000,20000,26.648545,0,0
3,CPU,run,84,30000,20000,26.407946,0,0
3,CPU,run,85,30000,20000,26.371398,0,0
3,CPU,run,86,30000,20000,26.688372,0,0
3,CPU,run,87,30000,20000,26.624935,0,0
3,CPU,run,88,30000,20000,26.433666,0,0
3,CPU,run,89,30000,20000,26.743949,0,0
3,CPU,run,90,30000,20000,26.814965,0,0
3,CPU,run,91,30000,20000,26.700893,0,0
3,CPU,run,92,30000,20000,26.567383,0,0
3,CPU,run,93,30000,20000,26.654726,0,0
3,CPU,run,94,30000,20000,26.437624,0,0
3,CPU,run,95,30000,20000,26.634070,0,0
3,CPU,run,96,30000,20000,26.616403,0,0
3,CPU,run,97,30000,20000,26.556166,0,0
3,CPU,run,98,30000,20000,26.500356,0,0
3,CPU,run,99,30000,20000,26.181777,0,0
3,CPU,run,100,30000,20000,26.305057,0,0
3,CPU,run,101,30000,20000,26.317064,0,0
3,CPU,run,102,30000,20000,26.322747,0,0
3,CPU,run,103,30000,20000,26.370126,0,0
3,CPU,run,104,30000,20000,26.503800,0,0
3,CPU,run,105,30000,20000,26.517423,0,0
3,CPU,run,106,30000,20000,26.420554,0,0
3,CPU,run,107,30000,20000,26.235985,0,0
3,CPU,run,108,30000,20000,26.264579,0,0
3,CPU,run,109,30000,20000,26.501608,0,0
3,CPU,run,110,30000,20000,26.427315,0,0
3,CPU,run,111,30000,20000,26.104554,0,0
3,CPU,run,112,30000,20000,26.308708,0,0
3,CPU,run,113,30000,20000,26.029255,0,0
3,CPU,run,114,30000,20000,26.506808,0,0
3,CPU,run,115,30000,20000,26.582616,0,0
3,CPU,run,116,30000,20000,26.389530,0,0
3,CPU,run,117,30000,20000,26.196326,0,0
3,CPU,run,118,30000,20000,26.311704,0,0
3,CPU,run,119,30000,20000,26.403774,0,0
3,CPU,run,120,30000,20000,26.313511,0,0
3,CPU,run,121,30000,20000,26.099742,0,0
3,CPU,run,122,30000,20000,26.632866,0,0
3,CPU,run,123,30000,20000,25.985638,0,0
3,CPU,run,124,30000,20000,26.380689,0,0
3,CPU,run,125,30000,20000,26.224829,0,0
3,CPU,run,126,30000,20000,26.506818,0,0
3,CPU,run,127,30000,20000,26.244773,0,0
3,CPU,run,128,30000,20000,26.227285,0,0
3,CPU,run,129,30000,20000,26.201885,0,0
3,CPU,run,130,30000,20000,26.308666,0,0
3,CPU,run,131,30000,20000,26.344648,0,0
3,CPU,run,132,30000,20000,26.284958,0,0
3,CPU,run,133,30000,20000,26.549507,0,0
3,CPU,run,134,30000,20000,27.102618,0,0
3,CPU,run,135,30000,20000,26.725936,0,0
3,CPU,run,136,30000,20000,27.592475,0,0
3,CPU,run,137,30000,20000,26.419908,0,0
3,GPU,warmup,0,30000,20000,23.872578,0,0
3,GPU,run,1,30000,20000,24.210440,0,0
3,GPU,run,2,30000,20000,23.877451,0,0
3,GPU,run,3,30000,20000,23.547330,0,0
3,GPU,run,4,30000,20000,24.178784,0,0
3,GPU,run,5,30000,20000,24.133589,0,0
3,GPU,run,6,30000,20000,24.624785,0,0
3,GPU,run,7,30000,20000,24.542418,0,0
3,GPU,run,8,30000,20000,24.174030,0,0
3,GPU,run,9,30000,20000,24.228245,0,0
3,GPU,run,10,30000,20000,24.301061,0,0
3,GPU,run,11,30000,20000,24.135177,0,0
3,GPU,run,12,30000,20000,23.808360,0,0
3,GPU,run,13,30000,20000,24.108346,0,0
3,GPU,run,14,30000,20000,121.150925,0,0
3,GPU,run,15,30000,20000,8734.458873,0,0
4,CPU,warmup,0,30000,20000,26.901838,0,0
4,CPU,run,1,30000,20000,26.993422,0,0
4,CPU,run,2,30000,20000,27.033298,0,0
4,CPU,run,3,30000,20000,25.972064,0,0
4,CPU,run,4,30000,20000,26.689955,0,0
4,CPU,run,5,30000,20000,27.641892,0,0
4,CPU,run,6,30000,20000,26.822399,0,0
4,CPU,run,7,30000,20000,26.482151,0,0
4,CPU,run,8,30000,20000,27.085555,0,0
4,CPU,run,9,30000,20000,28.713259,0,0
4,CPU,run,10,30000,20000,27.143196,0,0
4,CPU,run,11,30000,20000,27.424192,0,0
4,CPU,run,12,30000,20000,27.694835,0,0
4,CPU,run,13,30000,20000,27.793226,0,0
4,CPU,run,14,30000,20000,27.863919,0,0
4,CPU,run,15,30000,20000,27.280397,0,0
4,CPU,run,16,30000,20000,27.526329,0,0
4,CPU,run,17,30000,20000,27.929567,0,0
4,CPU,run,18,30000,20000,27.845039,0,0
4,CPU,run,19,30000,20000,27.322674,0,0
4,CPU,run,20,30000,20000,27.156773,0,0
4,CPU,run,21,30000,20000,27.068009,0,0
4,CPU,run,22,30000,20000,27.480651,0,0
4,CPU,run,23,30000,20000,27.535778,0,0
4,CPU,run,24,30000,20000,27.574954,0,0
4,CPU,run,25,30000,20000,26.946062,0,0
4,CPU,run,26,30000,20000,27.263724,0,0
4,CPU,run,27,30000,20000,27.599204,0,0
4,CPU,run,28,30000,20000,27.216226,0,0
4,CPU,run,29,30000,20000,26.968854,0,0
4,CPU,run,30,30000,20000,26.823240,0,0
4,CPU,run,31,30000,20000,27.282036,0,0
4,CPU,run,32,30000,20000,27.247835,0,0
4,CPU,run,33,30000,20000,27.405257,0,0
4,CPU,run,34,30000,20000,28.203436,0,0
4,CPU,run,35,30000,20000,27.339025,0,0
4,CPU,run,36,30000,20000,26.901190,0,0
4,CPU,run,37,30000,20000,27.634790,0,0
4,CPU,run,38,30000,20000,27.538366,0,0
4,CPU,run,39,30000,20000,27.635431,0,0
4,CPU,run,40,30000,20000,26.844571,0,0
4,CPU,run,41,30000,20000,27.554121,0,0
4,CPU,run,42,30000,20000,27.226075,0,0
4,CPU,run,43,30000,20000,27.299273,0,0
4,CPU,run,44,30000,20000,27.433402,0,0
4,CPU,run,45,30000,20000,27.534671,0,0
4,CPU,run,46,30000,20000,28.601832,0,0
4,CPU,run,47,30000,20000,27.726225,0,0
4,CPU,run,48,30000,20000,27.084577,0,0
4,CPU,run,49,30000,20000,27.411926,0,0
4,CPU,run,50,30000,20000,26.871692,0,0
4,CPU,run,51,30000,20000,27.068768,0,0
4,CPU,run,52,30000,20000,27.864561,0,0
4,CPU,run,53,30000,20000,29.836659,0,0
4,CPU,run,54,30000,20000,31.399183,0,0
4,CPU,run,55,30000,20000,31.000772,0,0
4,CPU,run,56,30000,20000,29.530961,0,0
4,CPU,run,57,30000,20000,28.295361,0,0
4,CPU,run,58,30000,20000,27.107777,0,0
4,CPU,run,59,30000,20000,27.656808,0,0
4,CPU,run,60,30000,20000,27.688347,0,0
4,CPU,run,61,30000,20000,27.203429,0,0
4,CPU,run,62,30000,20000,27.510985,0,0
4,CPU,run,63,30000,20000,26.463183,0,0
4,CPU,run,64,30000,20000,26.931984,0,0
4,CPU,run,65,30000,20000,27.304044,0,0
4,CPU,run,66,30000,20000,27.184467,0,0
4,CPU,run,67,30000,20000,27.760817,0,0
4,CPU,run,68,30000,20000,27.426036,0,0
4,CPU,run,69,30000,20000,27.450932,0,0
4,CPU,run,70,30000,20000,27.257698,0,0
4,CPU,run,71,30000,20000,27.118337,0,0
4,CPU,run,72,30000,20000,26.565740,0,0
4,CPU,run,73,30000,20000,27.086982,0,0
4,CPU,run,74,30000,20000,27.424073,0,0
4,CPU,run,75,30000,20000,27.969368,0,0
4,CPU,run,76,30000,20000,26.846791,0,0
4,CPU,run,77,30000,20000,27.160459,0,0
4,CPU,run,78,30000,20000,26.927533,0,0
4,CPU,run,79,30000,20000,27.562401,0,0
4,CPU,run,80,30000,20000,27.747150,0,0
4,CPU,run,81,30000,20000,28.174126,0,0
4,CPU,run,82,30000,20000,27.878315,0,0
4,CPU,run,83,30000,20000,27.244967,0,0
4,CPU,run,84,30000,20000,27.619937,0,0
4,CPU,run,85,30000,20000,27.221016,0,0
4,CPU,run,86,30000,20000,27.445197,0,0
4,CPU,run,87,30000,20000,27.633177,0,0
4,CPU,run,88,30000,20000,26.868560,0,0
4,CPU,run,89,30000,20000,27.191860,0,0
4,CPU,run,90,30000,20000,26.109758,0,0
4,CPU,run,91,30000,20000,26.877132,0,0
4,CPU,run,92,30000,20000,27.035511,0,0
4,CPU,run,93,30000,20000,26.667699,0,0
4,CPU,run,94,30000,20000,27.164139,0,0
4,CPU,run,95,30000,20000,26.709601,0,0
4,CPU,run,96,30000,20000,26.648274,0,0
4,CPU,run,97,30000,20000,26.804772,0,0
4,CPU,run,98,30000,20000,26.201596,0,0
4,CPU,run,99,30000,20000,26.576938,0,0
4,CPU,run,100,30000,20000,26.188693,0,0
4,CPU,run,101,30000,20000,26.595006,0,0
4,CPU,run,102,30000,20000,26.713660,0,0
4,CPU,run,103,30000,20000,26.100686,0,0
4,CPU,run,104,30000,20000,25.924010,0,0
4,CPU,run,105,30000,20000,26.493487,0,0
4,CPU,run,106,30000,20000,26.370586,0,0
4,CPU,run,107,30000,20000,26.188517,0,0
4,CPU,run,108,30000,20000,26.372096,0,0
4,CPU,run,109,30000,20000,26.544607,0,0
4,CPU,run,110,30000,20000,26.209079,0,0
4,CPU,run,111,30000,20000,26.616850,0,0
4,CPU,run,112,30000,20000,26.220905,0,0
4,CPU,run,113,30000,20000,26.595463,0,0
4,CPU,run,114,30000,20000,26.267506,0,0
4,CPU,run,115,30000,20000,26.249545,0,0
4,CPU,run,116,30000,20000,26.582272,0,0
4,CPU,run,117,30000,20000,26.554298,0,0
4,CPU,run,118,30000,20000,27.206366,0,0
4,CPU,run,119,30000,20000,26.845991,0,0
4,CPU,run,120,30000,20000,26.544809,0,0
4,CPU,run,121,30000,20000,26.200266,0,0
4,CPU,run,122,30000,20000,26.381504,0,0
4,CPU,run,123,30000,20000,26.155664,0,0
4,CPU,run,124,30000,20000,26.476758,0,0
4,CPU,run,125,30000,20000,26.632697,0,0
4,CPU,run,126,30000,20000,26.526555,0,0
4,CPU,run,127,30000,20000,26.208328,0,0
4,CPU,run,128,30000,20000,26.490675,0,0
4,CPU,run,129,30000,20000,26.339236,0,0
4,CPU,run,130,30000,20000,26.520601,0,0
4,CPU,run,131,30000,20000,26.574990,0,0
4,CPU,run,132,30000,20000,26.683252,0,0
4,CPU,run,133,30000,20000,26.560736,0,0
4,GPU,warmup,0,30000,20000,23.758707,0,0
4,GPU,run,1,30000,20000,23.644126,0,0
4,GPU,run,2,30000,20000,23.857125,0,0
4,GPU,run,3,30000,20000,24.045078,0,0
4,GPU,run,4,30000,20000,24.157029,0,0
4,GPU,run,5,30000,20000,24.230075,0,0
4,GPU,run,6,30000,20000,24.129423,0,0
4,GPU,run,7,30000,20000,24.414893,0,0
4,GPU,run,8,30000,20000,24.398447,0,0
4,GPU,run,9,30000,20000,24.799908,0,0
4,GPU,run,10,30000,20000,24.057727,0,0
4,GPU,run,11,30000,20000,24.711562,0,0
4,GPU,run,12,30000,20000,24.373969,0,0
4,GPU,run,13,30000,20000,23.794045,0,0
4,GPU,run,14,30000,20000,23.829834,0,0
4,GPU,run,15,30000,20000,23.898411,0,0
4,GPU,run,16,30000,20000,23.659062,0,0
4,GPU,run,17,30000,20000,23.766050,0,0
4,GPU,run,18,30000,20000,24.143100,0,0
4,GPU,run,19,30000,20000,23.713299,0,0
4,GPU,run,20,30000,20000,23.973136,0,0
4,GPU,run,21,30000,20000,23.844819,0,0
4,GPU,run,22,30000,20000,23.895886,0,0
4,GPU,run,23,30000,20000,24.022504,0,0
4,GPU,run,24,30000,20000,23.597162,0,0
4,GPU,run,25,30000,20000,23.883559,0,0
4,GPU,run,26,30000,20000,23.842328,0,0
4,GPU,run,27,30000,20000,23.984739,0,0
4,GPU,run,28,30000,20000,24.686742,0,0
4,GPU,run,29,30000,20000,23.732094,0,0
4,GPU,run,30,30000,20000,24.503390,0,0
4,GPU,run,31,30000,20000,24.138220,0,0
4,GPU,run,32,30000,20000,24.170422,0,0
4,GPU,run,33,30000,20000,23.944289,0,0
4,GPU,run,34,30000,20000,23.804109,0,0
4,GPU,run,35,30000,20000,24.236366,0,0
4,GPU,run,36,30000,20000,24.344281,0,0
4,GPU,run,37,30000,20000,24.377207,0,0
4,GPU,run,38,30000,20000,23.938358,0,0
4,GPU,run,39,30000,20000,24.248820,0,0
4,GPU,run,40,30000,20000,24.392054,0,0
4,GPU,run,41,30000,20000,23.983668,0,0
4,GPU,run,42,30000,20000,24.589687,0,0
4,GPU,run,43,30000,20000,24.225898,0,0
4,GPU,run,44,30000,20000,24.467499,0,0
4,GPU,run,45,30000,20000,24.201406,0,0
4,GPU,run,46,30000,20000,24.232898,0,0
4,GPU,run,47,30000,20000,23.933065,0,0
4,GPU,run,48,30000,20000,24.343868,0,0
4,GPU,run,49,30000,20000,24.176667,0,0
4,GPU,run,50,30000,20000,24.066465,0,0
4,GPU,run,51,30000,20000,24.075936,0,0
4,GPU,run,52,30000,20000,23.732843,0,0
4,GPU,run,53,30000,20000,24.165844,0,0
4,GPU,run,54,30000,20000,24.153265,0,0
4,GPU,run,55,30000,20000,24.202539,0,0
4,GPU,run,56,30000,20000,23.840819,0,0
4,GPU,run,57,30000,20000,24.484712,0,0
4,GPU,run,58,30000,20000,24.945922,0,0
4,GPU,run,59,30000,20000,24.344643,0,0
4,GPU,run,60,30000,20000,24.452701,0,0
4,GPU,run,61,30000,20000,23.944610,0,0
4,GPU,run,62,30000,20000,24.268447,0,0
4,GPU,run,63,30000,20000,24.775991,0,0
4,GPU,run,64,30000,20000,24.043255,0,0
4,GPU,run,65,30000,20000,24.023624,0,0
4,GPU,run,66,30000,20000,24.330476,0,0
4,GPU,run,67,30000,20000,24.508654,0,0
4,GPU,run,68,30000,20000,24.251381,0,0
4,GPU,run,69,30000,20000,24.607114,0,0
4,GPU,run,70,30000,20000,23.940734,0,0
4,GPU,run,71,30000,20000,24.461804,0,0
4,GPU,run,72,30000,20000,23.942082,0,0
4,GPU,run,73,30000,20000,24.189098,0,0
4,GPU,run,74,30000,20000,23.892198,0,0
4,GPU,run,75,30000,20000,24.189998,0,0
4,GPU,run,76,30000,20000,23.831759,0,0
4,GPU,run,77,30000,20000,24.356195,0,0
4,GPU,run,78,30000,20000,24.787652,0,0
4,GPU,run,79,30000,20000,23.699969,0,0
4,GPU,run,80,30000,20000,24.168922,0,0
4,GPU,run,81,30000,20000,23.795922,0,0
4,GPU,run,82,30000,20000,24.267789,0,0
4,GPU,run,83,30000,20000,23.897826,0,0
4,GPU,run,84,30000,20000,23.807741,0,0
4,GPU,run,85,30000,20000,23.722898,0,0
4,GPU,run,86,30000,20000,23.883412,0,0
4,GPU,run,87,30000,20000,23.916462,0,0
4,GPU,run,88,30000,20000,23.982872,0,0
4,GPU,run,89,30000,20000,24.074955,0,0
4,GPU,run,90,30000,20000,23.629939,0,0
4,GPU,run,91,30000,20000,23.829265,0,0
4,GPU,run,92,30000,20000,23.663377,0,0
4,GPU,run,93,30000,20000,23.799196,0,0
4,GPU,run,94,30000,20000,23.827067,0,0
4,GPU,run,95,30000,20000,24.081041,0,0
4,GPU,run,96,30000,20000,23.835614,0,0
4,GPU,run,97,30000,20000,24.317926,0,0
4,GPU,run,98,30000,20000,24.589328,0,0
4,GPU,run,99,30000,20000,23.957275,0,0
4,GPU,run,100,30000,20000,24.160570,0,0
4,GPU,run,101,30000,20000,23.738376,0,0
4,GPU,run,102,30000,20000,23.762462,0,0
4,GPU,run,103,30000,20000,23.750625,0,0
4,GPU,run,104,30000,20000,24.158410,0,0
4,GPU,run,105,30000,20000,24.110709,0,0
4,GPU,run,106,30000,20000,24.218780,0,0
4,GPU,run,107,30000,20000,24.601411,0,0
4,GPU,run,108,30000,20000,24.050602,0,0
4,GPU,run,109,30000,20000,24.734422,0,0
4,GPU,run,110,30000,20000,24.248416,0,0
4,GPU,run,111,30000,20000,24.108226,0,0
4,GPU,run,112,30000,20000,24.291624,0,0
4,GPU,run,113,30000,20000,23.972168,0,0
4,GPU,run,114,30000,20000,25.276194,0,0
4,GPU,run,115,30000,20000,25.455732,0,0
4,GPU,run,116,30000,20000,24.083669,0,0
4,GPU,run,117,30000,20000,24.299172,0,0
4,GPU,run,118,30000,20000,23.985589,0,0
4,GPU,run,119,30000,20000,24.088366,0,0
4,GPU,run,120,30000,20000,24.065391,0,0
4,GPU,run,121,30000,20000,23.999411,0,0
4,GPU,run,122,30000,20000,23.817491,0,0
4,GPU,run,123,30000,20000,23.969138,0,0
4,GPU,run,124,30000,20000,23.894032,0,0
4,GPU,run,125,30000,20000,24.193787,0,0
4,GPU,run,126,30000,20000,24.438146,0,0
4,GPU,run,127,30000,20000,24.504667,0,0
4,GPU,run,128,30000,20000,24.774123,0,0
4,GPU,run,129,30000,20000,24.483389,0,0
4,GPU,run,130,30000,20000,24.713422,0,0
4,GPU,run,131,30000,20000,24.159831,0,0
4,GPU,run,132,30000,20000,23.871810,0,0
4,GPU,run,133,30000,20000,24.274018,0,0
4,GPU,run,134,30000,20000,24.116224,0,0
4,GPU,run,135,30000,20000,23.987674,0,0
4,GPU,run,136,30000,20000,23.681959,0,0
4,GPU,run,137,30000,20000,24.562813,0,0
4,GPU,run,138,30000,20000,24.311472,0,0
4,GPU,run,139,30000,20000,24.526151,0,0
4,GPU,run,140,30000,20000,25.073951,0,0
4,GPU,run,141,30000,20000,24.339359,0,0
4,GPU,run,142,30000,20000,23.779840,0,0
4,GPU,run,143,30000,20000,23.948782,0,0
4,GPU,run,144,30000,20000,23.988575,0,0
4,GPU,run,145,30000,20000,24.281422,0,0
4,GPU,run,146,30000,20000,24.140574,0,0
4,GPU,run,147,30000,20000,24.809845,0,0
4,GPU,run,148,30000,20000,25.106940,0,0
4,GPU,run,149,30000,20000,23.997506,0,0
4,GPU,run,150,30000,20000,24.524613,0,0
